country,status,item type,application,selling_price,duration,log_quantity,log_thickness,log_width
32,1,1,41.0,1272.0,183,4.070442379118353,0.0,7.200424892944957
78,1,1,10.0,1044.0,91,4.079195975239577,2.0794415416798357,7.346010209913293
32,1,1,41.0,1239.0,183,3.931763002919983,0.5596157879354227,7.164720378771857
32,1,1,41.0,1297.0,183,3.972591553013627,-0.10536051565782628,6.956545443151569
78,1,1,10.0,1045.0,91,4.035543939106093,2.302585092994046,7.346010209913293
32,1,1,41.0,1243.0,183,3.915822117653683,0.9162907318741551,7.236339342754344
78,1,1,10.0,1183.0,91,4.053460934552562,-0.6931471805599453,6.907755278982137
32,1,1,41.0,1245.0,183,3.9581688270702893,0.4054651081081644,7.036148493750536
78,1,1,10.0,1048.0,91,4.0913476237181134,2.4849066497880004,7.346010209913293
32,1,1,41.0,1236.0,183,4.041700741020459,0.4054651081081644,7.258412150595307
27,1,1,10.0,1113.0,122,5.232216677060619,0.13976194237515863,7.313220387090301
32,1,1,41.0,1243.0,183,4.00479081432647,0.6418538861723947,7.101675971619444
78,1,1,10.0,1046.0,91,3.458941620724847,2.70805020110221,7.346010209913293
32,1,1,41.0,1272.0,183,4.020678140442458,0.1823215567939546,7.158513997329321
78,1,1,10.0,1044.0,91,3.2851784096301953,1.0986122886681098,7.3777589082278725
32,1,1,41.0,1208.0,183,3.932773617166621,1.1631508098056809,7.253470382684528
78,1,1,10.0,1043.0,91,3.532777850931007,1.3862943611198906,7.3777589082278725
32,1,1,41.0,1213.0,183,3.97140603589482,0.9162907318741551,7.1459844677143876
78,1,1,10.0,1033.0,91,3.549801357500456,1.8484548129046001,7.3777589082278725
32,1,1,41.0,1242.0,183,3.945331094573104,0.4054651081081644,7.224753405767971
78,1,1,10.0,1042.0,91,3.3876525275572305,1.9459101490553132,7.3777589082278725
32,1,1,41.0,1237.0,183,3.928196149208466,0.4054651081081644,7.170888478512505
78,1,1,10.0,1036.0,91,3.4929724770787165,2.0794415416798357,7.3777589082278725
32,1,1,41.0,1272.0,183,4.000247532270498,0.1823215567939546,7.029972911706386
78,1,1,10.0,1047.0,91,3.23181970779768,2.302585092994046,7.3777589082278725
32,1,1,41.0,1284.0,183,4.070688796553467,-0.10536051565782628,7.029972911706386
78,1,1,10.0,1046.0,91,3.294298974425426,2.4849066497880004,7.3777589082278725
32,1,1,41.0,1228.0,183,4.0743715689944695,1.0986122886681098,7.228388451573604
78,1,1,10.0,1047.0,91,3.27698588943381,2.70805020110221,7.3777589082278725
32,1,1,41.0,1246.0,183,3.9971814300947934,0.5596157879354227,7.253470382684528
78,1,1,10.0,1061.0,91,3.3440234046422774,0.5877866649021191,6.802394763324311
32,1,1,41.0,1232.0,183,3.9641473220810237,1.0986122886681098,7.146772179452637
32,1,1,41.0,1227.0,183,3.94719991572817,1.0986122886681098,7.242082359256962
32,1,1,41.0,1228.0,183,4.045840233997683,1.0986122886681098,7.1459844677143876
32,1,1,41.0,1287.0,183,3.9856386417473257,-0.10536051565782628,7.27931883541462
32,1,1,41.0,1277.0,183,4.077636392399986,-0.10536051565782628,7.358830898342354
25,1,0,26.0,1048.0,91,0.884653505849534,0.6931471805599453,7.103322062526113
32,1,1,41.0,1277.0,183,3.975427040342011,-0.10536051565782628,7.1929342212158
25,1,0,26.0,1050.0,91,1.3896371996043209,0.6931471805599453,7.183870715062453
32,1,1,41.0,1273.0,183,4.040097692603063,0.1823215567939546,7.029972911706386
25,1,0,26.0,1036.0,91,0.38077964510890117,0.9162907318741551,7.044032897274685
32,1,1,41.0,1230.0,183,4.060079525183273,1.0986122886681098,7.228388451573604
25,1,0,26.0,1032.0,91,2.003639211084291,0.9162907318741551,7.31986492980897
32,1,1,41.0,1268.0,183,4.065098299921527,0.1823215567939546,7.1929342212158
25,1,0,26.0,1035.0,91,0.92438721710006,0.9162907318741551,7.330405211844402
32,1,1,41.0,1217.0,183,3.950840105217434,0.9162907318741551,7.087573705557973
25,1,0,26.0,1022.0,91,1.6887057059699857,1.252762968495368,7.066466970136958
32,1,1,41.0,1241.0,183,3.957237862750714,0.9162907318741551,7.087573705557973
25,1,0,26.0,1028.0,91,2.172369272978927,1.252762968495368,7.068172000388042
32,1,1,41.0,1213.0,183,3.9732125227199075,1.0986122886681098,7.087573705557973
25,1,0,26.0,1044.0,91,1.6497297670950495,1.0986122886681098,7.022868086082641
32,1,1,41.0,1227.0,183,4.029737754308596,1.0986122886681098,7.087573705557973
25,1,0,26.0,1028.0,91,-0.31497563937321427,0.5596157879354227,7.154615356913663
32,1,1,41.0,1226.0,183,3.9959881105561808,1.0986122886681098,7.289610521451167
25,1,0,26.0,1028.0,91,0.24216590957378087,0.5596157879354227,7.174724309836376
32,1,1,41.0,1255.0,183,3.9853008838922688,1.0986122886681098,7.289610521451167
25,1,0,26.0,1046.0,91,7.188812666333085,0.4054651081081644,7.1308988302963465
32,1,1,41.0,1237.0,183,4.069383175840289,1.0986122886681098,7.067319848653476
25,1,0,26.0,1087.0,91,6.0089753649197855,0.4054651081081644,6.967909201801884
32,1,1,41.0,1255.0,183,4.047421853596633,1.0986122886681098,7.067319848653476
25,1,0,26.0,1077.0,91,6.0021971048626925,0.4054651081081644,7.034387929915503
32,1,1,41.0,1251.0,183,3.015971288462382,0.5596157879354227,6.9440872082295275
25,1,0,26.0,1076.0,91,5.995386823166494,0.4054651081081644,7.051855622955894
32,1,1,41.0,1221.0,183,3.6915787315345594,0.9162907318741551,6.92461239604856
25,1,0,26.0,1037.0,91,2.014243284964599,0.9162907318741551,6.990256500493881
32,1,1,41.0,1218.0,183,4.0186175430675535,0.6931471805599453,7.094234845924755
25,1,0,26.0,1037.0,91,2.104201096907548,0.9162907318741551,7.068172000388042
32,1,1,41.0,1281.0,183,4.09142018924191,-0.10536051565782628,7.3395376954076745
25,1,0,26.0,1062.0,91,0.33562825342471264,0.5596157879354227,6.917705609835305
32,1,1,41.0,1226.0,183,3.9884348209526816,1.1631508098056809,7.338238150065589
25,1,0,26.0,1024.0,91,0.0022127430773536674,1.3862943611198906,7.044032897274685
32,1,1,41.0,1210.0,183,4.051772609466318,1.1631508098056809,7.257002707092073
28,1,0,10.0,1219.0,122,3.8858810154376164,-0.2231435513142097,6.907755278982137
32,1,1,41.0,1222.0,183,4.001757741839163,0.6931471805599453,7.158513997329321
28,1,0,10.0,1210.0,122,3.9622369697985587,-0.2231435513142097,7.1308988302963465
27,1,1,10.0,1111.0,122,3.335952712238337,-0.2231435513142097,7.313220387090301
28,1,0,10.0,1192.0,122,1.3485740101201946,-0.2231435513142097,7.1308988302963465
27,1,1,10.0,1087.0,122,3.459656079950939,-0.5108256237659907,6.907755278982137
28,1,0,10.0,1209.0,122,1.6031182089081346,-0.2231435513142097,6.907755278982137
27,1,1,10.0,1082.0,122,3.3029327465162868,-0.5108256237659907,7.1308988302963465
28,1,0,10.0,1186.0,122,2.2329237289014077,0.0,7.1308988302963465
27,1,1,10.0,1072.0,122,3.5325377132061777,0.0,7.1308988302963465
28,1,0,10.0,1176.0,122,1.9182684150065827,0.6931471805599453,7.313220387090301
27,1,1,10.0,1057.0,122,3.2375904640493096,0.6931471805599453,7.1308988302963465
28,1,0,10.0,1194.0,122,-0.2870066038320824,0.0,7.313220387090301
28,1,0,10.0,954.0,122,4.395418439085478,1.6094379124341003,7.455876687491824
28,1,0,10.0,1195.0,122,2.3300561630696754,0.0,6.907755278982137
77,1,0,15.0,900.0,30,5.213702850064645,2.301584592660462,7.313220387090301
28,1,0,10.0,1253.0,122,1.2058649010813751,-0.5108256237659907,7.1308988302963465
77,1,0,15.0,897.0,30,3.49930586196302,2.4840729690394228,7.313220387090301
28,1,0,10.0,1262.0,122,1.8481444822373345,-0.5108256237659907,6.907755278982137
77,1,0,15.0,936.0,30,-0.4642349575132752,2.70805020110221,7.313220387090301
28,1,0,10.0,1207.0,122,2.253436678075477,-0.2231435513142097,7.1308988302963465
28,1,0,10.0,1204.0,122,1.703583452126519,-0.2231435513142097,7.313220387090301
28,1,0,10.0,1546.0,122,1.660298812482691,-0.5108256237659907,7.1308988302963465
28,1,0,10.0,1310.0,122,1.992582818492567,-0.6931471805599453,6.907755278982137
27,1,1,27.0,1081.0,122,5.836867341561285,0.04879016416943205,7.203405521083095
28,1,0,10.0,1271.0,122,2.2090500187072815,-0.5108256237659907,6.907755278982137
39,0,0,10.0,1092.0,153,3.2975243950296442,2.0794415416798357,7.090076835776092
28,1,0,10.0,1254.0,122,3.9592431966919546,-0.5108256237659907,7.1308988302963465
39,0,0,10.0,1097.0,153,3.097088188742162,2.4849066497880004,7.090076835776092
28,1,0,10.0,1271.0,122,3.8305495031560244,-0.5108256237659907,6.907755278982137
39,0,0,10.0,1136.0,153,3.131183381532803,0.6931471805599453,7.090076835776092
28,1,0,10.0,1209.0,122,0.7248846146548344,-0.2231435513142097,7.1308988302963465
39,0,0,10.0,1128.0,153,3.3993527012850198,1.6094379124341003,7.090076835776092
28,1,0,10.0,1223.0,122,4.139672552199349,-0.2231435513142097,6.907755278982137
39,0,0,10.0,1142.0,153,3.148571532129894,2.0794415416798357,7.090076835776092
28,1,0,10.0,1207.0,122,3.610854659292422,-0.2231435513142097,7.313220387090301
39,0,0,10.0,1256.0,153,3.1378531891886747,0.0,7.090076835776092
28,1,0,10.0,1286.0,122,1.4389023111189374,-0.5978370007556204,6.907755278982137
39,0,0,10.0,1252.0,153,3.1005131800208585,0.6931471805599453,7.090076835776092
28,1,0,10.0,1277.0,122,1.4475660989233683,-0.5978370007556204,7.1308988302963465
39,0,0,10.0,1260.0,153,3.0829662268966667,0.1823215567939546,7.090076835776092
28,1,0,10.0,1338.0,122,2.3098076772237968,-0.7985076962177716,7.003065458786462
28,1,1,10.0,1057.0,153,5.724250235603903,0.0,7.313220387090301
28,1,0,10.0,1347.0,122,2.0171023937468924,-0.6931471805599453,7.1308988302963465
28,1,1,10.0,1130.0,153,5.704072926470989,0.6931471805599453,7.600902459542082
28,1,0,10.0,1268.0,122,2.225120171755658,-0.5108256237659907,7.1308988302963465
28,1,1,10.0,1061.0,153,5.719965691808943,0.6931471805599453,7.313220387090301
28,1,0,10.0,1273.0,122,1.6632600284053685,-0.5108256237659907,6.907755278982137
28,1,1,10.0,1079.0,153,5.303897465795392,0.6931471805599453,7.313220387090301
28,1,0,10.0,1205.0,122,1.1921491634597172,-0.35667494393873245,7.313220387090301
28,1,1,10.0,1074.0,153,5.339785977246984,0.0,7.313220387090301
28,1,0,10.0,1181.0,122,1.1226328543473238,0.0,7.1308988302963465
38,0,1,42.0,971.0,122,3.0690219231874383,1.791759469228055,7.313220387090301
28,1,0,10.0,1271.0,122,2.0475641761202388,-0.5108256237659907,7.1308988302963465
38,0,1,42.0,978.0,122,3.0497633491710205,2.4849066497880004,7.313220387090301
28,1,0,10.0,1293.0,122,2.172461303888317,-0.6931471805599453,7.1308988302963465
38,0,1,42.0,992.0,122,3.169457202500278,1.791759469228055,7.313220387090301
28,1,0,10.0,1196.0,122,1.5379967702338873,-0.2231435513142097,7.313220387090301
38,0,1,42.0,997.0,122,3.3500958046851212,2.4849066497880004,7.313220387090301
28,1,0,10.0,1165.0,122,2.1094155163418873,0.22314355131420976,7.313220387090301
28,1,0,10.0,1267.0,122,2.366736074360279,-0.6931471805599453,7.313220387090301
28,1,0,10.0,1288.0,122,2.191989710967909,-0.5108256237659907,6.907755278982137
28,1,0,10.0,1205.0,122,1.006423585150313,-0.10536051565782628,6.907755278982137
28,1,0,10.0,1196.0,122,0.892286799249289,-0.2231435513142097,7.1308988302963465
28,1,0,10.0,1383.0,122,2.2698931277495125,0.0,6.907755278982137
28,1,0,10.0,1403.0,122,2.095549049688487,0.09531017980432493,7.1308988302963465
25,0,0,10.0,1450.0,153,5.950942826511416,-0.5108256237659907,7.145196134997171
28,1,0,10.0,1420.0,122,1.3707802601402461,0.09531017980432493,7.1308988302963465
25,0,0,10.0,1443.0,153,5.930073214240608,-0.5108256237659907,7.080026499922591
28,1,0,10.0,1250.0,122,4.648212795995736,-0.5108256237659907,7.1308988302963465
77,1,1,15.0,921.0,30,4.049389347948299,2.0794415416798357,7.600902459542082
28,1,0,10.0,1710.0,122,2.2290003566209124,-0.5978370007556204,6.907755278982137
39,0,1,41.0,1217.0,122,6.0068589663889735,0.0,7.146772179452637
28,1,0,10.0,1700.0,122,1.6495730600570202,-0.5978370007556204,7.1308988302963465
39,0,1,41.0,1177.0,122,4.081010881142333,0.0,7.27931883541462
39,0,1,41.0,1218.0,122,5.998769494641842,0.0,7.313220387090301
40,1,1,20.0,1305.0,214,3.0881112347132134,-0.35667494393873245,7.313220387090301
39,0,1,41.0,1175.0,122,4.690061005016454,0.1823215567939546,7.090076835776092
39,0,1,41.0,1160.0,122,4.613102077201436,0.4054651081081644,7.090076835776092
39,0,1,41.0,1147.0,122,4.6311335508307065,0.6931471805599453,6.907755278982137
39,0,1,41.0,1131.0,122,4.62320599357323,1.0986122886681098,6.907755278982137
39,0,1,41.0,1134.0,122,5.712105571060102,1.0986122886681098,7.090076835776092
39,0,1,41.0,1132.0,122,5.880778894151738,1.3862943611198906,7.090076835776092
39,0,1,41.0,1178.0,122,4.055711506857485,0.0,6.907755278982137
39,0,1,41.0,1179.0,122,3.9674745008224335,0.0,7.090076835776092
39,0,1,41.0,1144.0,122,5.301609368458794,0.9162907318741551,6.907755278982137
39,0,1,41.0,1137.0,122,5.307725586129003,0.9162907318741551,7.090076835776092
32,1,0,42.0,1363.0,91,4.231331279393643,-0.5621189181535413,7.222566018822171
39,0,1,41.0,1134.0,122,4.637508249686519,1.252762968495368,7.090076835776092
32,1,0,42.0,1396.0,91,4.237042475919628,-0.7550225842780328,7.1731917424865985
39,0,1,41.0,1235.0,122,4.001126871667681,-0.5108256237659907,7.1308988302963465
32,1,0,42.0,1358.0,91,4.151376594566985,-0.5621189181535413,7.040536390215956
39,0,1,41.0,1161.0,122,3.986381936788972,0.5596157879354227,6.907755278982137
32,1,0,42.0,1365.0,91,4.192186006127192,-0.5621189181535413,7.114769448366463
39,0,1,41.0,1150.0,122,4.615179001269626,0.5596157879354227,7.090076835776092
32,1,0,42.0,1394.0,91,4.240015923449813,-0.7550225842780328,7.040536390215956
39,0,1,41.0,1144.0,122,5.307076396995465,0.8109302162163288,7.090076835776092
32,1,0,42.0,1388.0,91,4.173805023807892,-0.7550225842780328,7.108244139731541
39,0,1,41.0,1139.0,122,3.9699253924291966,0.8109302162163288,7.1308988302963465
32,1,0,42.0,1405.0,91,4.183334401749476,-0.6931471805599453,6.907755278982137
39,0,1,41.0,1141.0,122,5.01456854338643,1.0116009116784799,7.090076835776092
32,1,0,42.0,1893.0,91,4.140594596801752,-1.7147984280919266,6.877296071497429
39,0,1,41.0,1210.0,122,3.970227051826004,-0.16251892949777494,7.090076835776092
32,1,0,42.0,1664.0,91,4.26174918224826,-0.5621189181535413,7.038783541388542
39,0,1,41.0,1197.0,122,5.035322796429668,1.6094379124341003,6.897704943128636
32,0,0,20.0,1366.0,91,4.721392755861912,0.0,6.920671504248683
39,0,1,41.0,1216.0,122,5.3347279359047555,1.791759469228055,6.887552571664617
32,0,0,20.0,1739.0,91,4.716268564580496,-0.6931471805599453,6.912742820493176
39,0,1,41.0,1213.0,122,5.994406431020869,0.6931471805599453,6.907755278982137
32,0,0,20.0,1571.0,91,4.705192010360012,-0.6931471805599453,6.912742820493176
39,0,1,41.0,1209.0,122,5.530147140760584,1.0986122886681098,6.907755278982137
32,0,0,20.0,1608.0,91,4.687996713698058,-0.5108256237659907,7.069023426578259
39,0,1,41.0,1203.0,122,5.551437147920132,1.3862943611198906,6.907755278982137
32,0,0,20.0,1824.0,91,4.731609434960592,-0.7985076962177716,6.778784897685177
39,0,1,41.0,1261.0,122,4.676660577407423,0.0,6.907755278982137
32,0,0,20.0,1339.0,91,4.681134184872374,0.47000362924573563,6.802394763324311
39,0,1,41.0,1202.0,122,5.054494877189515,1.5040773967762742,6.897704943128636
32,0,0,20.0,1435.0,91,4.6530153113680495,-0.2231435513142097,6.7912214627261855
39,0,1,41.0,1213.0,122,6.009540390743584,0.9162907318741551,6.907755278982137
32,0,0,20.0,1465.0,91,4.707419002226971,-0.2231435513142097,6.646390514847729
39,0,1,41.0,1205.0,122,5.5282271245702805,1.252762968495368,6.907755278982137
32,0,0,20.0,1437.0,91,4.732705329992574,-0.2231435513142097,6.779921907472252
39,0,1,41.0,1203.0,122,5.070733147547535,1.4469189829363254,6.897704943128636
32,0,0,20.0,1402.0,91,4.659683286681466,-0.2231435513142097,6.84587987526405
39,0,1,41.0,1209.0,122,4.019937405804409,0.9162907318741551,7.090076835776092
32,0,0,20.0,1450.0,91,4.692806189024915,-0.5108256237659907,7.228388451573604
39,0,1,41.0,1240.0,122,5.525271508331582,0.4054651081081644,6.907755278982137
32,0,0,20.0,1377.0,91,4.682184534036715,-0.2231435513142097,7.313220387090301
39,0,1,41.0,1219.0,122,6.01587954921691,0.8109302162163288,6.907755278982137
28,1,0,10.0,966.0,153,5.408045197983845,0.6931471805599453,7.383989457978509
39,0,1,41.0,1214.0,122,5.5368929121554915,1.0116009116784799,6.907755278982137
32,1,1,41.0,2022.0,153,3.1130892371212187,-0.030459207484708574,7.145196134997171
39,0,1,41.0,1205.0,122,5.54986048689914,1.1786549963416462,6.907755278982137
32,1,0,66.0,965.0,91,2.506018530748548,1.3862943611198906,7.313220387090301
39,0,1,41.0,1208.0,122,5.025044579908665,1.3217558399823195,6.907755278982137
32,1,0,66.0,1089.0,91,2.7939370997140482,1.0986122886681098,7.2078598714324755
39,0,1,41.0,1246.0,122,5.541177298694209,0.22314355131420976,6.907755278982137
32,1,0,66.0,970.0,91,2.590163672590626,1.3862943611198906,7.1308988302963465
